ranking,icd3,disease_name,patient_count,morbidity_pct,morbidity_group,scarcity_weight_pct
285,A60,Anogenital herpesviral [herpes simplex] infection,151741,0.047099888,Group 3 (Morbidity >=0.01%),-40
286,F31,Bipolar affective disorder,150952,0.046854986,Group 3 (Morbidity >=0.01%),-40
287,K27,"Peptic ulcer, site unspecified",150520,0.046720894,Group 3 (Morbidity >=0.01%),-40
288,G53,Cranial nerve disorders in diseases classified elsewhere,149388,0.046369525,Group 3 (Morbidity >=0.01%),-40
289,M71,Other bursopathies,148740,0.046168388,Group 3 (Morbidity >=0.01%),-40
290,G25,Other extrapyramidal and movement disorders,148107,0.045971907,Group 3 (Morbidity >=0.01%),-40
291,A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",147531,0.045793119,Group 3 (Morbidity >=0.01%),-40
292,S72,Fracture of femur,146882,0.045591671,Group 3 (Morbidity >=0.01%),-40
293,G20,Parkinson disease,146865,0.045586395,Group 3 (Morbidity >=0.01%),-40
294,K35,Acute appendicitis,145845,0.04526979,Group 3 (Morbidity >=0.01%),-40
295,M70,"Soft tissue disorders related to use, overuse and pressure",142337,0.044180919,Group 3 (Morbidity >=0.01%),-40
296,N83,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",141452,0.043906218,Group 3 (Morbidity >=0.01%),-40
297,I70,Atherosclerosis,140377,0.043572542,Group 3 (Morbidity >=0.01%),-40
298,N46,Male infertility,136560,0.042387758,Group 3 (Morbidity >=0.01%),-40
299,D21,Other benign neoplasms of connective and other soft tissue,134584,0.041774414,Group 3 (Morbidity >=0.01%),-40
300,S50,Superficial injury of forearm,134549,0.04176355,Group 3 (Morbidity >=0.01%),-40
301,S05,Injury of eye and orbit,134316,0.041691228,Group 3 (Morbidity >=0.01%),-40
302,Z48,Other surgical follow-up care,133941,0.041574829,Group 3 (Morbidity >=0.01%),-40
303,G45,Transient cerebral ischaemic attacks and related syndromes,131890,0.040938206,Group 3 (Morbidity >=0.01%),-40
304,E06,Thyroiditis,131666,0.040868677,Group 3 (Morbidity >=0.01%),-40
305,Z51,Other medical care,129800,0.040289477,Group 3 (Morbidity >=0.01%),-40
306,K73,"Chronic hepatitis, not elsewhere classified",129750,0.040273957,Group 3 (Morbidity >=0.01%),-40
307,R62,Lack of expected normal physiological development,129689,0.040255023,Group 3 (Morbidity >=0.01%),-40
308,K62,Other diseases of anus and rectum,128178,0.039786014,Group 3 (Morbidity >=0.01%),-40
309,R87,Abnormal findings in specimens from female genital organs,126759,0.039345561,Group 3 (Morbidity >=0.01%),-40
310,R93,Abnormal findings on diagnostic imaging of other body structures,126461,0.039253063,Group 3 (Morbidity >=0.01%),-40
311,M99,"Biomechanical lesions, not elsewhere classified",126126,0.03914908,Group 3 (Morbidity >=0.01%),-40
312,S03,"Dislocation, sprain and strain of joints and ligaments of head",125875,0.03907117,Group 3 (Morbidity >=0.01%),-40
313,T17,Foreign body in respiratory tract,121908,0.037839827,Group 3 (Morbidity >=0.01%),-40
314,R25,Abnormal involuntary movements,121606,0.037746087,Group 3 (Morbidity >=0.01%),-40
315,K11,Diseases of salivary glands,119905,0.037218103,Group 3 (Morbidity >=0.01%),-40
316,A49,Bacterial infection of unspecified site,117893,0.036593585,Group 3 (Morbidity >=0.01%),-40
317,R63,Symptoms and signs concerning food and fluid intake,117728,0.036542369,Group 3 (Morbidity >=0.01%),-40
318,S86,Injury of muscle and tendon at lower leg level,116067,0.036026801,Group 3 (Morbidity >=0.01%),-40
319,N73,Other female pelvic inflammatory diseases,114756,0.035619871,Group 3 (Morbidity >=0.01%),-40
320,R12,Heartburn,114467,0.035530166,Group 3 (Morbidity >=0.01%),-40
321,F20,Schizophrenia,113919,0.035360069,Group 3 (Morbidity >=0.01%),-40
322,G51,Facial nerve disorders,112903,0.035044706,Group 3 (Morbidity >=0.01%),-40
323,K74,Fibrosis and cirrhosis of liver,112486,0.03491527,Group 3 (Morbidity >=0.01%),-40
324,S30,"Superficial injury of abdomen, lower back and pelvis",112135,0.034806321,Group 3 (Morbidity >=0.01%),-40
325,H57,Other disorders of eye and adnexa,112011,0.034767832,Group 3 (Morbidity >=0.01%),-40
326,C18,Malignant neoplasm of colon,111686,0.034666953,Group 3 (Morbidity >=0.01%),-40
327,H53,Visual disturbances,111606,0.034642121,Group 3 (Morbidity >=0.01%),-40
328,N48,Other disorders of penis,111021,0.034460539,Group 3 (Morbidity >=0.01%),-40
329,C22,Malignant neoplasm of liver and intrahepatic bile ducts,109217,0.033900584,Group 3 (Morbidity >=0.01%),-40
330,S70,Superficial injury of hip and thigh,108409,0.033649784,Group 3 (Morbidity >=0.01%),-40
331,D18,"Haemangioma and lymphangioma, any site",107599,0.033398362,Group 3 (Morbidity >=0.01%),-40
332,E28,Ovarian dysfunction,106828,0.033159047,Group 3 (Morbidity >=0.01%),-40
333,M85,Other disorders of bone density and structure,105620,0.032784088,Group 3 (Morbidity >=0.01%),-40
334,R80,Isolated proteinuria,104407,0.032407576,Group 3 (Morbidity >=0.01%),-40
335,K61,Abscess of anal and rectal regions,104396,0.032404162,Group 3 (Morbidity >=0.01%),-40
336,T00,Superficial injuries involving multiple body regions,104070,0.032302973,Group 3 (Morbidity >=0.01%),-40
337,M06,Other rheumatoid arthritis,103556,0.032143429,Group 3 (Morbidity >=0.01%),-40
338,R09,Other symptoms and signs involving the circulatory and respiratory systems,103306,0.03206583,Group 3 (Morbidity >=0.01%),-40
339,N28,"Other disorders of kidney and ureter, not elsewhere classified",99771,0.030968578,Group 3 (Morbidity >=0.01%),-40
340,T30,"Burn and corrosion, body region unspecified",99570,0.030906188,Group 3 (Morbidity >=0.01%),-40
341,N32,Other disorders of bladder,97702,0.030326367,Group 3 (Morbidity >=0.01%),-40
342,K70,Alcoholic liver disease,97548,0.030278566,Group 3 (Morbidity >=0.01%),-40
343,M16,Coxarthrosis [arthrosis of hip],97033,0.030118712,Group 3 (Morbidity >=0.01%),-40
344,B34,Viral infection of unspecified site,95709,0.029707747,Group 3 (Morbidity >=0.01%),-40
345,L70,Acne,95707,0.029707126,Group 3 (Morbidity >=0.01%),-40
346,S66,Injury of muscle and tendon at wrist and hand level,95634,0.029684467,Group 3 (Morbidity >=0.01%),-40
347,G57,Mononeuropathies of lower limb,95585,0.029669258,Group 3 (Morbidity >=0.01%),-40
348,T22,"Burn and corrosion of shoulder and upper limb, except wrist and hand",92689,0.028770349,Group 3 (Morbidity >=0.01%),-40
349,M96,"Postprocedural musculoskeletal disorders, not elsewhere classified",91781,0.028488509,Group 3 (Morbidity >=0.01%),-40
350,R35,Polyuria,91032,0.028256022,Group 3 (Morbidity >=0.01%),-40
351,D35,Benign neoplasm of other and unspecified endocrine glands,90272,0.028020121,Group 3 (Morbidity >=0.01%),-40
352,H34,Retinal vascular occlusions,89718,0.027848161,Group 3 (Morbidity >=0.01%),-40
353,J47,Bronchiectasis,89119,0.027662233,Group 3 (Morbidity >=0.01%),-40
354,K14,Diseases of tongue,88346,0.027422297,Group 3 (Morbidity >=0.01%),-40
355,M22,Disorders of patella,88234,0.027387532,Group 3 (Morbidity >=0.01%),-40
356,F45,Somatoform disorders,87696,0.027220539,Group 3 (Morbidity >=0.01%),-40
357,G50,Disorders of trigeminal nerve,86853,0.026958875,Group 3 (Morbidity >=0.01%),-40
358,F34,Persistent mood [affective] disorders,86237,0.02676767,Group 3 (Morbidity >=0.01%),-40
359,K40,Inguinal hernia,85353,0.02649328,Group 3 (Morbidity >=0.01%),-40
360,J05,Acute obstructive laryngitis [croup] and epiglottitis,84289,0.026163018,Group 3 (Morbidity >=0.01%),-40
361,K57,Diverticular disease of intestine,84082,0.026098766,Group 3 (Morbidity >=0.01%),-40
362,S51,Open wound of forearm,83880,0.026036066,Group 3 (Morbidity >=0.01%),-40
363,H92,Otalgia and effusion of ear,83828,0.026019925,Group 3 (Morbidity >=0.01%),-40
364,F33,Recurrent depressive disorder,83417,0.025892352,Group 3 (Morbidity >=0.01%),-40
365,Z47,Other orthopaedic follow-up care,82560,0.025626342,Group 3 (Morbidity >=0.01%),-40
366,H69,Other disorders of Eustachian tube,81645,0.025342329,Group 3 (Morbidity >=0.01%),-40
367,C20,Malignant neoplasm of rectum,81303,0.025236174,Group 3 (Morbidity >=0.01%),-40
368,E87,"Other disorders of fluid, electrolyte and acid-base balance",80963,0.025130639,Group 3 (Morbidity >=0.01%),-40
369,E22,Hyperfunction of pituitary gland,79938,0.024812482,Group 3 (Morbidity >=0.01%),-40
370,H73,Other disorders of tympanic membrane,79628,0.024716259,Group 3 (Morbidity >=0.01%),-40
371,M20,Acquired deformities of fingers and toes,79621,0.024714087,Group 3 (Morbidity >=0.01%),-40
372,G30,Alzheimer disease,79228,0.024592101,Group 3 (Morbidity >=0.01%),-40
373,M41,Scoliosis,78855,0.024476323,Group 3 (Morbidity >=0.01%),-40
374,H20,Iridocyclitis,78188,0.024269288,Group 3 (Morbidity >=0.01%),-40
375,B36,Other superficial mycoses,77566,0.024076222,Group 3 (Morbidity >=0.01%),-40
376,R20,Disturbances of skin sensation,77297,0.023992725,Group 3 (Morbidity >=0.01%),-40
377,K81,Cholecystitis,76889,0.023866083,Group 3 (Morbidity >=0.01%),-40
378,J33,Nasal polyp,76649,0.023791588,Group 3 (Morbidity >=0.01%),-40
379,J12,"Viral pneumonia, not elsewhere classified",76565,0.023765515,Group 3 (Morbidity >=0.01%),-40
380,R79,Other abnormal findings of blood chemistry,76310,0.023686364,Group 3 (Morbidity >=0.01%),-40
381,M35,Other systemic involvement of connective tissue,75709,0.023499815,Group 3 (Morbidity >=0.01%),-40
382,S40,Superficial injury of shoulder and upper arm,75491,0.023432149,Group 3 (Morbidity >=0.01%),-40
383,S76,Injury of muscle and tendon at hip and thigh level,75462,0.023423147,Group 3 (Morbidity >=0.01%),-40
384,F48,Other neurotic disorders,75274,0.023364793,Group 3 (Morbidity >=0.01%),-40
385,M60,Myositis,75235,0.023352687,Group 3 (Morbidity >=0.01%),-40
386,F03,Unspecified dementia,74418,0.023099093,Group 3 (Morbidity >=0.01%),-40
387,D05,Carcinoma in situ of breast,74076,0.022992938,Group 3 (Morbidity >=0.01%),-40
388,R21,Rash and other nonspecific skin eruption,73274,0.022744,Group 3 (Morbidity >=0.01%),-40
389,I88,Nonspecific lymphadenitis,72981,0.022653053,Group 3 (Morbidity >=0.01%),-40
390,A41,Other sepsis,72762,0.022585076,Group 3 (Morbidity >=0.01%),-40
391,K13,Other diseases of lip and oral mucosa,71621,0.022230914,Group 3 (Morbidity >=0.01%),-40
392,K56,Paralytic ileus and intestinal obstruction without hernia,70893,0.022004945,Group 3 (Morbidity >=0.01%),-40
393,E13,Other specified diabetes mellitus,70529,0.021891961,Group 3 (Morbidity >=0.01%),-40
394,R41,Other symptoms and signs involving cognitive functions and awareness,70212,0.021793565,Group 3 (Morbidity >=0.01%),-40
395,K51,Ulcerative colitis,69813,0.021669717,Group 3 (Morbidity >=0.01%),-40
396,I47,Paroxysmal tachycardia,67993,0.021104795,Group 3 (Morbidity >=0.01%),-40
397,L80,Vitiligo,67890,0.021072824,Group 3 (Morbidity >=0.01%),-40
398,R56,"Convulsions, not elsewhere classified",67852,0.021061029,Group 3 (Morbidity >=0.01%),-40
399,D69,Purpura and other haemorrhagic conditions,67581,0.020976912,Group 3 (Morbidity >=0.01%),-40
400,Z32,Pregnancy examination and test,67518,0.020957357,Group 3 (Morbidity >=0.01%),-40
401,I61,Intracerebral haemorrhage,67026,0.020804642,Group 3 (Morbidity >=0.01%),-40
402,N45,Orchitis and epididymitis,66898,0.020764911,Group 3 (Morbidity >=0.01%),-40
403,Q21,Congenital malformations of cardiac septa,66393,0.020608161,Group 3 (Morbidity >=0.01%),-40
404,F10,Mental and behavioural disorders due to use of alcohol,66239,0.02056036,Group 3 (Morbidity >=0.01%),-40
405,I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",65434,0.02031049,Group 3 (Morbidity >=0.01%),-40
406,T63,Toxic effect of contact with venomous animals,65382,0.02029435,Group 3 (Morbidity >=0.01%),-40
407,I42,Cardiomyopathy,65240,0.020250273,Group 3 (Morbidity >=0.01%),-40
408,T24,"Burn and corrosion of hip and lower limb, except ankle and foot",65015,0.020180434,Group 3 (Morbidity >=0.01%),-40
409,J84,Other interstitial pulmonary diseases,64898,0.020144118,Group 3 (Morbidity >=0.01%),-40
410,C67,Malignant neoplasm of bladder,64376,0.019982091,Group 3 (Morbidity >=0.01%),-40
411,O34,Maternal care for known or suspected abnormality of pelvic organs,64333,0.019968744,Group 3 (Morbidity >=0.01%),-40
412,H18,Other disorders of cornea,63999,0.019865071,Group 3 (Morbidity >=0.01%),-40
413,E88,Other metabolic disorders,62949,0.019539155,Group 3 (Morbidity >=0.01%),-40
414,M21,Other acquired deformities of limbs,62914,0.019528291,Group 3 (Morbidity >=0.01%),-40
415,J09,Influenza due to identified zoonotic or pandemic influenza virus,62855,0.019509977,Group 3 (Morbidity >=0.01%),-40
416,G62,Other polyneuropathies,62038,0.019256383,Group 3 (Morbidity >=0.01%),-40
417,O82,Single delivery by caesarean section,61786,0.019178164,Group 3 (Morbidity >=0.01%),-40
418,E89,"Postprocedural endocrine and metabolic disorders, not elsewhere classified",61658,0.019138433,Group 3 (Morbidity >=0.01%),-40
419,F40,Phobic anxiety disorders,61398,0.01905773,Group 3 (Morbidity >=0.01%),-40
420,E34,Other endocrine disorders,60473,0.018770613,Group 3 (Morbidity >=0.01%),-40
421,M94,Other disorders of cartilage,60359,0.018735228,Group 3 (Morbidity >=0.01%),-40
422,Z38,Liveborn infants according to place of birth,60291,0.018714121,Group 3 (Morbidity >=0.01%),-40
423,Z04,Examination and observation for other reasons,59712,0.018534401,Group 3 (Morbidity >=0.01%),-40
424,M45,Ankylosing spondylitis,59561,0.018487531,Group 3 (Morbidity >=0.01%),-40
425,G90,Disorders of autonomic nervous system,59394,0.018435695,Group 3 (Morbidity >=0.01%),-40
426,H15,Disorders of sclera,59026,0.018321469,Group 3 (Morbidity >=0.01%),-40
427,N85,"Other noninflammatory disorders of uterus, except cervix",58915,0.018287015,Group 3 (Morbidity >=0.01%),-40
428,L81,Other disorders of pigmentation,58687,0.018216244,Group 3 (Morbidity >=0.01%),-40
429,D06,Carcinoma in situ of cervix uteri,58358,0.018114124,Group 3 (Morbidity >=0.01%),-40
430,N17,Acute renal failure,58343,0.018109468,Group 3 (Morbidity >=0.01%),-40
431,C64,"Malignant neoplasm of kidney, except renal pelvis",58321,0.018102639,Group 3 (Morbidity >=0.01%),-40
432,Z35,Supervision of high-risk pregnancy,57788,0.017937198,Group 3 (Morbidity >=0.01%),-40
433,E10,Type 1 diabetes mellitus,57690,0.017906779,Group 3 (Morbidity >=0.01%),-40
434,K83,Other diseases of biliary tract,57130,0.017732957,Group 3 (Morbidity >=0.01%),-40
435,Z94,Transplanted organ and tissue status,57053,0.017709056,Group 3 (Morbidity >=0.01%),-40
436,N71,"Inflammatory disease of uterus, except cervix",56647,0.017583035,Group 3 (Morbidity >=0.01%),-40
437,O33,Maternal care for known or suspected disproportion,56498,0.017536786,Group 3 (Morbidity >=0.01%),-40
438,B88,Other infestations,56110,0.017416352,Group 3 (Morbidity >=0.01%),-40
439,N77,Vulvovaginal ulceration and inflammation in diseases classified elsewhere,56022,0.017389038,Group 3 (Morbidity >=0.01%),-40
440,I35,Nonrheumatic aortic valve disorders,55748,0.017303989,Group 3 (Morbidity >=0.01%),-40
441,G81,Hemiplegia,54635,0.016958518,Group 3 (Morbidity >=0.01%),-40
442,D32,Benign neoplasm of meninges,54304,0.016855776,Group 3 (Morbidity >=0.01%),-40
443,K85,Acute pancreatitis,54114,0.016796801,Group 3 (Morbidity >=0.01%),-40
444,Z13,Special screening examination for other diseases and disorders,53170,0.016503787,Group 3 (Morbidity >=0.01%),-40
445,M46,Other inflammatory spondylopathies,53035,0.016461883,Group 3 (Morbidity >=0.01%),-40
446,K10,Other diseases of jaws,52751,0.01637373,Group 3 (Morbidity >=0.01%),-40
447,M80,Osteoporosis with pathological fracture,52665,0.016347036,Group 3 (Morbidity >=0.01%),-40
448,I71,Aortic aneurysm and dissection,52360,0.016252365,Group 3 (Morbidity >=0.01%),-40
449,O80,Single spontaneous delivery,52095,0.01617011,Group 3 (Morbidity >=0.01%),-40
450,A59,Trichomoniasis,51992,0.016138139,Group 3 (Morbidity >=0.01%),-40
451,O02,Other abnormal products of conception,51593,0.016014291,Group 3 (Morbidity >=0.01%),-40
452,T20,Burn and corrosion of head and neck,51068,0.015851333,Group 3 (Morbidity >=0.01%),-40
453,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",50253,0.01559836,Group 3 (Morbidity >=0.01%),-40
454,N13,Obstructive and reflux uropathy,48958,0.015196396,Group 3 (Morbidity >=0.01%),-40
455,E83,Disorders of mineral metabolism,48401,0.015023505,Group 3 (Morbidity >=0.01%),-40
456,R59,Enlarged lymph nodes,48386,0.015018849,Group 3 (Morbidity >=0.01%),-40
457,I51,Complications and ill-defined descriptions of heart disease,48214,0.014965461,Group 3 (Morbidity >=0.01%),-40
458,G63,Polyneuropathy in diseases classified elsewhere,48106,0.014931938,Group 3 (Morbidity >=0.01%),-40
459,I95,Hypotension,47842,0.014849994,Group 3 (Morbidity >=0.01%),-40
460,L71,Rosacea,47783,0.01483168,Group 3 (Morbidity >=0.01%),-40
461,G58,Other mononeuropathies,47650,0.014790397,Group 3 (Morbidity >=0.01%),-40
462,E23,Hypofunction and other disorders of pituitary gland,46989,0.014585225,Group 3 (Morbidity >=0.01%),-40
463,B86,Scabies,46791,0.014523767,Group 3 (Morbidity >=0.01%),-40
464,Z11,Special screening examination for infectious and parasitic diseases,46610,0.014467585,Group 3 (Morbidity >=0.01%),-40
465,O24,Diabetes mellitus in pregnancy,46196,0.014339081,Group 3 (Morbidity >=0.01%),-40
466,C25,Malignant neoplasm of pancreas,46150,0.014324802,Group 3 (Morbidity >=0.01%),-40
467,R39,Other symptoms and signs involving the urinary system,46076,0.014301833,Group 3 (Morbidity >=0.01%),-40
468,K20,Oesophagitis,45673,0.014176743,Group 3 (Morbidity >=0.01%),-40
469,F42,Obsessive-compulsive disorder,45640,0.0141665,Group 3 (Morbidity >=0.01%),-40
470,E63,Other nutritional deficiencies,45607,0.014156257,Group 3 (Morbidity >=0.01%),-40
471,N62,Hypertrophy of breast,45498,0.014122424,Group 3 (Morbidity >=0.01%),-40
472,N02,Recurrent and persistent haematuria,44458,0.013799611,Group 3 (Morbidity >=0.01%),-40
473,Z20,Contact with and exposure to communicable diseases,44449,0.013796818,Group 3 (Morbidity >=0.01%),-40
474,R26,Abnormalities of gait and mobility,44315,0.013755225,Group 3 (Morbidity >=0.01%),-40
475,M87,Osteonecrosis,44234,0.013730083,Group 3 (Morbidity >=0.01%),-40
476,T25,Burn and corrosion of ankle and foot,43673,0.01355595,Group 3 (Morbidity >=0.01%),-40
477,I69,Sequelae of cerebrovascular disease,43059,0.013365367,Group 3 (Morbidity >=0.01%),-40
478,D10,Benign neoplasm of mouth and pharynx,42950,0.013331533,Group 3 (Morbidity >=0.01%),-40
479,L27,Dermatitis due to substances taken internally,42696,0.013252693,Group 3 (Morbidity >=0.01%),-40
480,I60,Subarachnoid haemorrhage,42483,0.013186578,Group 3 (Morbidity >=0.01%),-40
481,E50,Vitamin A deficiency,42461,0.013179749,Group 3 (Morbidity >=0.01%),-40
482,O20,Haemorrhage in early pregnancy,42410,0.013163919,Group 3 (Morbidity >=0.01%),-40
483,Z95,Presence of cardiac and vascular implants and grafts,42400,0.013160815,Group 3 (Morbidity >=0.01%),-40
484,Z22,Carrier of infectious disease,41570,0.012903186,Group 3 (Morbidity >=0.01%),-40
485,K50,Crohn disease [regional enteritis],41515,0.012886114,Group 3 (Morbidity >=0.01%),-40
486,I89,Other noninfective disorders of lymphatic vessels and lymph nodes,41359,0.012837692,Group 3 (Morbidity >=0.01%),-40
487,H62,Disorders of external ear in diseases classified elsewhere,40975,0.0127185,Group 3 (Morbidity >=0.01%),-40
488,G24,Dystonia,40970,0.012716948,Group 3 (Morbidity >=0.01%),-40
489,R30,Pain associated with micturition,40661,0.012621036,Group 3 (Morbidity >=0.01%),-40
490,Q38,"Other congenital malformations of tongue, mouth and pharynx",40627,0.012610482,Group 3 (Morbidity >=0.01%),-40
491,L90,Atrophic disorders of skin,40505,0.012572614,Group 3 (Morbidity >=0.01%),-40
492,S09,Other and unspecified injuries of head,40457,0.012557715,Group 3 (Morbidity >=0.01%),-40
493,G93,Other disorders of brain,40297,0.012508051,Group 3 (Morbidity >=0.01%),-40
494,O60,Preterm labour and delivery,39953,0.012401275,Group 3 (Morbidity >=0.01%),-40
495,N81,Female genital prolapse,39780,0.012347576,Group 3 (Morbidity >=0.01%),-40
496,K71,Toxic liver disease,39536,0.012271839,Group 3 (Morbidity >=0.01%),-40
497,Z97,Presence of other devices,39000,0.012105467,Group 3 (Morbidity >=0.01%),-40
498,F84,Pervasive developmental disorders,38896,0.012073186,Group 3 (Morbidity >=0.01%),-40
499,R43,Disturbances of smell and taste,38802,0.012044008,Group 3 (Morbidity >=0.01%),-40
500,D37,Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,38667,0.012002105,Group 3 (Morbidity >=0.01%),-40
501,Z26,Need for immunization against other single infectious diseases,38208,0.011859633,Group 3 (Morbidity >=0.01%),-40
502,S31,"Open wound of abdomen, lower back and pelvis",37859,0.011751304,Group 3 (Morbidity >=0.01%),-40
503,D30,Benign neoplasm of urinary organs,37467,0.011629629,Group 3 (Morbidity >=0.01%),-40
504,M12,Other specific arthropathies,37354,0.011594554,Group 3 (Morbidity >=0.01%),-40
505,S96,Injury of muscle and tendon at ankle and foot level,36834,0.011433148,Group 3 (Morbidity >=0.01%),-40
506,D22,Melanocytic naevi,36795,0.011421042,Group 3 (Morbidity >=0.01%),-40
507,R53,Malaise and fatigue,35993,0.011172104,Group 3 (Morbidity >=0.01%),-40
508,G54,Nerve root and plexus disorders,35885,0.011138582,Group 3 (Morbidity >=0.01%),-40
509,C56,Malignant neoplasm of ovary,35816,0.011117164,Group 3 (Morbidity >=0.01%),-40
510,D01,Carcinoma in situ of other and unspecified digestive organs,35700,0.011081158,Group 3 (Morbidity >=0.01%),-40
511,R47,"Speech disturbances, not elsewhere classified",35383,0.010982762,Group 3 (Morbidity >=0.01%),-40
512,P07,"Disorders related to short gestation and low birth weight, not elsewhere classified",35304,0.010958241,Group 3 (Morbidity >=0.01%),-40
513,I80,Phlebitis and thrombophlebitis,35058,0.010881884,Group 3 (Morbidity >=0.01%),-40
514,M49,Spondylopathies in diseases classified elsewhere,34832,0.010811734,Group 3 (Morbidity >=0.01%),-40
515,R82,Other abnormal findings in urine,34751,0.010786592,Group 3 (Morbidity >=0.01%),-40
516,P59,Neonatal jaundice from other and unspecified causes,34750,0.010786281,Group 3 (Morbidity >=0.01%),-40
517,L82,Seborrhoeic keratosis,34727,0.010779142,Group 3 (Morbidity >=0.01%),-40
518,A64,Unspecified sexually transmitted disease,34716,0.010775728,Group 3 (Morbidity >=0.01%),-40
519,L05,Pilonidal cyst,34590,0.010736618,Group 3 (Morbidity >=0.01%),-40
520,A31,Infection due to other mycobacteria,34371,0.010668641,Group 3 (Morbidity >=0.01%),-40
521,O21,Excessive vomiting in pregnancy,34362,0.010665848,Group 3 (Morbidity >=0.01%),-40
522,D36,Benign neoplasm of other and unspecified sites,34184,0.010610597,Group 3 (Morbidity >=0.01%),-40
523,G64,Other disorders of peripheral nervous system,34043,0.010566831,Group 3 (Morbidity >=0.01%),-40
524,Z54,Convalescence,34036,0.010564658,Group 3 (Morbidity >=0.01%),-40
525,E66,Obesity,33937,0.010533929,Group 3 (Morbidity >=0.01%),-40
526,M32,Systemic lupus erythematosus,33846,0.010505683,Group 3 (Morbidity >=0.01%),-40
527,O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",33581,0.010423428,Group 3 (Morbidity >=0.01%),-40
528,C54,Malignant neoplasm of corpus uteri,33418,0.010372833,Group 3 (Morbidity >=0.01%),-40
529,B17,Other acute viral hepatitis,33265,0.010325342,Group 3 (Morbidity >=0.01%),-40
530,M40,Kyphosis and lordosis,33137,0.010285612,Group 3 (Morbidity >=0.01%),-40
531,T21,Burn and corrosion of trunk,33021,0.010249606,Group 3 (Morbidity >=0.01%),-40
532,H47,Other disorders of optic [2nd] nerve and visual pathways,32966,0.010232534,Group 3 (Morbidity >=0.01%),-40
533,N21,Calculus of lower urinary tract,32823,0.010188147,Group 3 (Morbidity >=0.01%),-40
534,S67,Crushing injury of wrist and hand,32820,0.010187216,Group 3 (Morbidity >=0.01%),-40
535,C44,Other malignant neoplasms of skin,32573,0.010110548,Group 3 (Morbidity >=0.01%),-40
536,T81,"Complications of procedures, not elsewhere classified",32399,0.010056539,Group 3 (Morbidity >=0.01%),-40
537,F39,Unspecified mood [affective] disorder,32276,0.01001836,Group 3 (Morbidity >=0.01%),-40
538,T79,"Certain early complications of trauma, not elsewhere classified",32229,0.010003772,Group 3 (Morbidity >=0.01%),-40
539,D16,Benign neoplasm of bone and articular cartilage,32112,0.009967455,Group 4 (Morbidity >=0.001%),-20
540,I44,Atrioventricular and left bundle-branch block,31684,0.009834605,Group 4 (Morbidity >=0.001%),-20
541,B01,Varicella [chickenpox],31649,0.009823742,Group 4 (Morbidity >=0.001%),-20
542,E27,Other disorders of adrenal gland,31335,0.009726277,Group 4 (Morbidity >=0.001%),-20
543,D14,Benign neoplasm of middle ear and respiratory system,31333,0.009725656,Group 4 (Morbidity >=0.001%),-20
544,L57,Skin changes due to chronic exposure to nonionizing radiation,31287,0.009711378,Group 4 (Morbidity >=0.001%),-20
545,D33,Benign neoplasm of brain and other parts of central nervous system,30551,0.009482926,Group 4 (Morbidity >=0.001%),-20
546,J43,Emphysema,30364,0.009424882,Group 4 (Morbidity >=0.001%),-20
547,L42,Pityriasis rosea,30232,0.00938391,Group 4 (Morbidity >=0.001%),-20
548,L89,Decubitus ulcer and pressure area,30181,0.009368079,Group 4 (Morbidity >=0.001%),-20
549,T67,Effects of heat and light,30119,0.009348835,Group 4 (Morbidity >=0.001%),-20
550,M82,Osteoporosis in diseases classified elsewhere,30102,0.009343558,Group 4 (Morbidity >=0.001%),-20
551,R13,Dysphagia,29763,0.009238334,Group 4 (Morbidity >=0.001%),-20
552,L65,Other nonscarring hair loss,29570,0.009178427,Group 4 (Morbidity >=0.001%),-20
553,C53,Malignant neoplasm of cervix uteri,29479,0.009150181,Group 4 (Morbidity >=0.001%),-20
554,M92,Other juvenile osteochondrosis,29422,0.009132488,Group 4 (Morbidity >=0.001%),-20
555,N19,Unspecified kidney failure,28741,0.008921108,Group 4 (Morbidity >=0.001%),-20
556,G55,Nerve root and plexus compressions in diseases classified elsewhere,28701,0.008908692,Group 4 (Morbidity >=0.001%),-20
557,M00,Pyogenic arthritis,28274,0.008776153,Group 4 (Morbidity >=0.001%),-20
558,T31,Burns classified according to extent of body surface involved,28128,0.008730835,Group 4 (Morbidity >=0.001%),-20
559,C79,Secondary malignant neoplasm of other and unspecified sites,27281,0.008467929,Group 4 (Morbidity >=0.001%),-20
560,L53,Other erythematous conditions,27230,0.008452099,Group 4 (Morbidity >=0.001%),-20
561,C24,Malignant neoplasm of other and unspecified parts of biliary tract,27102,0.008412368,Group 4 (Morbidity >=0.001%),-20
562,I86,Varicose veins of other sites,27026,0.008388778,Group 4 (Morbidity >=0.001%),-20
563,F95,Tic disorders,26851,0.008334459,Group 4 (Morbidity >=0.001%),-20
564,R23,Other skin changes,26750,0.008303109,Group 4 (Morbidity >=0.001%),-20
565,Z09,Follow-up examination after treatment for conditions other than malignant neoplasms,26613,0.008260584,Group 4 (Morbidity >=0.001%),-20
