ranking,icd3,disease_name,patient_count,morbidity_pct,morbidity_group,scarcity_weight_pct
1378,P54,Other neonatal haemorrhages,418,0.000129746,Group 5 (Morbidity <0.001%),0
1379,Z89,Acquired absence of limb,418,0.000129746,Group 5 (Morbidity <0.001%),0
1380,H45,Disorders of vitreous body and globe in diseases classified elsewhere,406,0.000126021,Group 5 (Morbidity <0.001%),0
1381,R48,"Dyslexia and other symbolic dysfunctions, not elsewhere classified",406,0.000126021,Group 5 (Morbidity <0.001%),0
1382,S08,Traumatic amputation of part of head,402,0.000124779,Group 5 (Morbidity <0.001%),0
1383,C63,Malignant neoplasm of other and unspecified male genital organs,398,0.000123538,Group 5 (Morbidity <0.001%),0
1384,L00,Staphylococcal scalded skin syndrome,397,0.000123227,Group 5 (Morbidity <0.001%),0
1385,L58,Radiodermatitis,394,0.000122296,Group 5 (Morbidity <0.001%),0
1386,G94,Other disorders of brain in diseases classified elsewhere,385,0.000119503,Group 5 (Morbidity <0.001%),0
1387,A19,Miliary tuberculosis,382,0.000118571,Group 5 (Morbidity <0.001%),0
1388,I23,Certain current complications following acute myocardial infarction,382,0.000118571,Group 5 (Morbidity <0.001%),0
1389,L45,Papulosquamous disorders in diseases classified elsewhere,381,0.000118261,Group 5 (Morbidity <0.001%),0
1390,B05,Measles,377,0.00011702,Group 5 (Morbidity <0.001%),0
1391,F16,Mental and behavioural disorders due to use of hallucinogens,377,0.00011702,Group 5 (Morbidity <0.001%),0
1392,A17,Tuberculosis of nervous system,368,0.000114226,Group 5 (Morbidity <0.001%),0
1393,E67,Other hyperalimentation,368,0.000114226,Group 5 (Morbidity <0.001%),0
1394,Z65,Problems related to other psychosocial circumstances,365,0.000113295,Group 5 (Morbidity <0.001%),0
1395,E43,Unspecified severe protein-energy malnutrition,362,0.000112364,Group 5 (Morbidity <0.001%),0
1396,S75,Injury of blood vessels at hip and thigh level,362,0.000112364,Group 5 (Morbidity <0.001%),0
1397,S25,Injury of blood vessels of thorax,356,0.000110501,Group 5 (Morbidity <0.001%),0
1398,T06,"Other injuries involving multiple body regions, not elsewhere classified",354,0.00010988,Group 5 (Morbidity <0.001%),0
1399,I09,Other rheumatic heart diseases,351,0.000108949,Group 5 (Morbidity <0.001%),0
1400,Q41,"Congenital absence, atresia and stenosis of small intestine",350,0.000108639,Group 5 (Morbidity <0.001%),0
1401,Z44,Fitting and adjustment of external prosthetic device,345,0.000107087,Group 5 (Morbidity <0.001%),0
1402,J62,Pneumoconiosis due to dust containing silica,338,0.000104914,Group 5 (Morbidity <0.001%),0
1403,P81,Other disturbances of temperature regulation of newborn,334,0.000103672,Group 5 (Morbidity <0.001%),0
1404,Z74,Problems related to care-provider dependency,334,0.000103672,Group 5 (Morbidity <0.001%),0
1405,N16,Renal tubulo-interstitial disorders in diseases classified elsewhere,331,0.000102741,Group 5 (Morbidity <0.001%),0
1406,F82,Specific developmental disorder of motor function,330,0.000102431,Group 5 (Morbidity <0.001%),0
1407,S58,Traumatic amputation of forearm,329,0.00010212,Group 5 (Morbidity <0.001%),0
1408,B80,Enterobiasis,321,9.96E-05,Group 5 (Morbidity <0.001%),0
1409,T55,Toxic effect of soaps and detergents,319,9.90E-05,Group 5 (Morbidity <0.001%),0
1410,U08,Personal history of COVID-19,318,9.87E-05,Group 5 (Morbidity <0.001%),0
1411,A81,Atypical virus infections of central nervous system,317,9.84E-05,Group 5 (Morbidity <0.001%),0
1412,B91,Sequelae of poliomyelitis,316,9.81E-05,Group 5 (Morbidity <0.001%),0
1413,A26,Erysipeloid,315,9.78E-05,Group 5 (Morbidity <0.001%),0
1414,I39,Endocarditis and heart valve disorders in diseases classified elsewhere,315,9.78E-05,Group 5 (Morbidity <0.001%),0
1415,P35,Congenital viral diseases,315,9.78E-05,Group 5 (Morbidity <0.001%),0
1416,O43,Placental disorders,310,9.62E-05,Group 5 (Morbidity <0.001%),0
1417,T46,Poisoning by agents primarily affecting the cardiovascular system,310,9.62E-05,Group 5 (Morbidity <0.001%),0
1418,Z56,Problems related to employment and unemployment,310,9.62E-05,Group 5 (Morbidity <0.001%),0
1419,C33,Malignant neoplasm of trachea,309,9.59E-05,Group 5 (Morbidity <0.001%),0
1420,B58,Toxoplasmosis,305,9.47E-05,Group 5 (Morbidity <0.001%),0
1421,D65,Disseminated intravascular coagulation [defibrination syndrome],304,9.44E-05,Group 5 (Morbidity <0.001%),0
1422,B45,Cryptococcosis,301,9.34E-05,Group 5 (Morbidity <0.001%),0
1423,B82,Unspecified intestinal parasitism,300,9.31E-05,Group 5 (Morbidity <0.001%),0
1424,P25,Interstitial emphysema and related conditions originating in the perinatal period,300,9.31E-05,Group 5 (Morbidity <0.001%),0
1425,C58,Malignant neoplasm of placenta,286,8.88E-05,Group 5 (Morbidity <0.001%),0
1426,Q71,Reduction defects of upper limb,286,8.88E-05,Group 5 (Morbidity <0.001%),0
1427,H94,Other disorders of ear in diseases classified elsewhere,283,8.78E-05,Group 5 (Morbidity <0.001%),0
1428,M36,Systemic disorders of connective tissue in diseases classified elsewhere,283,8.78E-05,Group 5 (Morbidity <0.001%),0
1429,P61,Other perinatal haematological disorders,283,8.78E-05,Group 5 (Morbidity <0.001%),0
1430,P02,"Fetus and newborn affected by complications of placenta, cord and membranes",280,8.69E-05,Group 5 (Morbidity <0.001%),0
1431,P94,Disorders of muscle tone of newborn,279,8.66E-05,Group 5 (Morbidity <0.001%),0
1432,F11,Mental and behavioural disorders due to use of opioids,278,8.63E-05,Group 5 (Morbidity <0.001%),0
1433,T04,Crushing injuries involving multiple body regions,276,8.57E-05,Group 5 (Morbidity <0.001%),0
1434,D81,Combined immunodeficiencies,274,8.50E-05,Group 5 (Morbidity <0.001%),0
1435,I43,Cardiomyopathy in diseases classified elsewhere,272,8.44E-05,Group 5 (Morbidity <0.001%),0
1436,B81,"Other intestinal helminthiases, not elsewhere classified",271,8.41E-05,Group 5 (Morbidity <0.001%),0
1437,F59,Unspecified behavioural syndromes associated with physiological disturbances and physical factors,271,8.41E-05,Group 5 (Morbidity <0.001%),0
1438,M88,Paget disease of bone [osteitis deformans],271,8.41E-05,Group 5 (Morbidity <0.001%),0
1439,T45,"Poisoning by primarily systemic and haematological agents, not elsewhere classified",270,8.38E-05,Group 5 (Morbidity <0.001%),0
1440,A28,"Other zoonotic bacterial diseases, not elsewhere classified",267,8.29E-05,Group 5 (Morbidity <0.001%),0
1441,F12,Mental and behavioural disorders due to use of cannabinoids,265,8.23E-05,Group 5 (Morbidity <0.001%),0
1442,L67,Hair colour and hair shaft abnormalities,265,8.23E-05,Group 5 (Morbidity <0.001%),0
1443,N07,"Hereditary nephropathy, not elsewhere classified",265,8.23E-05,Group 5 (Morbidity <0.001%),0
1444,S15,Injury of blood vessels at neck level,264,8.19E-05,Group 5 (Morbidity <0.001%),0
1445,Q56,Indeterminate sex and pseudohermaphroditism,262,8.13E-05,Group 5 (Morbidity <0.001%),0
1446,F66,Psychological and behavioural disorders associated with sexual development and orientation,250,7.76E-05,Group 5 (Morbidity <0.001%),0
1447,S38,"Crushing injury and traumatic amputation of part of abdomen, lower back and pelvis",249,7.73E-05,Group 5 (Morbidity <0.001%),0
1448,A66,Yaws,246,7.64E-05,Group 5 (Morbidity <0.001%),0
1449,E76,Disorders of glycosaminoglycan metabolism,245,7.60E-05,Group 5 (Morbidity <0.001%),0
1450,P20,Intrauterine hypoxia,243,7.54E-05,Group 5 (Morbidity <0.001%),0
1451,T52,Toxic effect of organic solvents,237,7.36E-05,Group 5 (Morbidity <0.001%),0
1452,E01,Iodine-deficiency-related thyroid disorders and allied conditions,232,7.20E-05,Group 5 (Morbidity <0.001%),0
1453,B69,Cysticercosis,231,7.17E-05,Group 5 (Morbidity <0.001%),0
1454,Z64,Problems related to certain psychosocial circumstances,228,7.08E-05,Group 5 (Morbidity <0.001%),0
1455,G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,226,7.01E-05,Group 5 (Morbidity <0.001%),0
1456,K23,Disorders of oesophagus in diseases classified elsewhere,224,6.95E-05,Group 5 (Morbidity <0.001%),0
1457,O87,Venous complications and haemorrhoids in the puerperium,219,6.80E-05,Group 5 (Morbidity <0.001%),0
1458,O48,Prolonged pregnancy,209,6.49E-05,Group 5 (Morbidity <0.001%),0
1459,S45,Injury of blood vessels at shoulder and upper arm level,209,6.49E-05,Group 5 (Morbidity <0.001%),0
1460,P51,Umbilical haemorrhage of newborn,208,6.46E-05,Group 5 (Morbidity <0.001%),0
1461,A98,"Other viral haemorrhagic fevers, not elsewhere classified",206,6.39E-05,Group 5 (Morbidity <0.001%),0
1462,N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,202,6.27E-05,Group 5 (Morbidity <0.001%),0
1463,Q32,Congenital malformations of trachea and bronchus,199,6.18E-05,Group 5 (Morbidity <0.001%),0
1464,G92,Toxic encephalopathy,197,6.11E-05,Group 5 (Morbidity <0.001%),0
1465,I32,Pericarditis in diseases classified elsewhere,197,6.11E-05,Group 5 (Morbidity <0.001%),0
1466,A03,Shigellosis,196,6.08E-05,Group 5 (Morbidity <0.001%),0
1467,C14,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",195,6.05E-05,Group 5 (Morbidity <0.001%),0
1468,L14,Bullous disorders in diseases classified elsewhere,194,6.02E-05,Group 5 (Morbidity <0.001%),0
1469,A97,Dengue,193,5.99E-05,Group 5 (Morbidity <0.001%),0
1470,B94,Sequelae of other and unspecified infectious and parasitic diseases,188,5.84E-05,Group 5 (Morbidity <0.001%),0
1471,A79,Other rickettsioses,186,5.77E-05,Group 5 (Morbidity <0.001%),0
1472,G26,Extrapyramidal and movement disorders in diseases classified elsewhere,185,5.74E-05,Group 5 (Morbidity <0.001%),0
1473,A77,Spotted fever [tick-borne rickettsioses],184,5.71E-05,Group 5 (Morbidity <0.001%),0
1474,G02,Meningitis in other infectious and parasitic diseases classified elsewhere,184,5.71E-05,Group 5 (Morbidity <0.001%),0
1475,T10,"Fracture of upper limb, level unspecified",183,5.68E-05,Group 5 (Morbidity <0.001%),0
1476,U10,Multisystem inflammatory syndrome associated with COVID-19,182,5.65E-05,Group 5 (Morbidity <0.001%),0
1477,O69,Labour and delivery complicated by umbilical cord complications,180,5.59E-05,Group 5 (Morbidity <0.001%),0
1478,T98,Sequelae of other and unspecified effects of external causes,180,5.59E-05,Group 5 (Morbidity <0.001%),0
1479,F83,Mixed specific developmental disorders,177,5.49E-05,Group 5 (Morbidity <0.001%),0
1480,D55,Anaemia due to enzyme disorders,173,5.37E-05,Group 5 (Morbidity <0.001%),0
1481,B46,Zygomycosis,172,5.34E-05,Group 5 (Morbidity <0.001%),0
1482,Z60,Problems related to social environment,171,5.31E-05,Group 5 (Morbidity <0.001%),0
1483,A58,Granuloma inguinale,162,5.03E-05,Group 5 (Morbidity <0.001%),0
1484,S48,Traumatic amputation of shoulder and upper arm,161,5.00E-05,Group 5 (Morbidity <0.001%),0
1485,P71,Transitory neonatal disorders of calcium and magnesium metabolism,160,4.97E-05,Group 5 (Morbidity <0.001%),0
1486,T57,Toxic effect of other inorganic substances,160,4.97E-05,Group 5 (Morbidity <0.001%),0
1487,L68,Hypertrichosis,159,4.94E-05,Group 5 (Morbidity <0.001%),0
1488,Z84,Family history of other conditions,159,4.94E-05,Group 5 (Morbidity <0.001%),0
1489,O85,Puerperal sepsis,156,4.84E-05,Group 5 (Morbidity <0.001%),0
1490,P58,Neonatal jaundice due to other excessive haemolysis,155,4.81E-05,Group 5 (Morbidity <0.001%),0
1491,E59,Dietary selenium deficiency,147,4.56E-05,Group 5 (Morbidity <0.001%),0
1492,S47,Crushing injury of shoulder and upper arm,146,4.53E-05,Group 5 (Morbidity <0.001%),0
1493,Z59,Problems related to housing and economic circumstances,146,4.53E-05,Group 5 (Morbidity <0.001%),0
1494,P76,Other intestinal obstruction of newborn,145,4.50E-05,Group 5 (Morbidity <0.001%),0
1495,T02,Fractures involving multiple body regions,142,4.41E-05,Group 5 (Morbidity <0.001%),0
1496,I01,Rheumatic fever with heart involvement,141,4.38E-05,Group 5 (Morbidity <0.001%),0
1497,E84,Cystic fibrosis,139,4.31E-05,Group 5 (Morbidity <0.001%),0
1498,T76,Unspecified effects of external causes,139,4.31E-05,Group 5 (Morbidity <0.001%),0
1499,B06,Rubella [German measles],138,4.28E-05,Group 5 (Morbidity <0.001%),0
1500,P77,Necrotizing enterocolitis of fetus and newborn,138,4.28E-05,Group 5 (Morbidity <0.001%),0
1501,T37,Poisoning by other systemic anti-infectives and antiparasitics,138,4.28E-05,Group 5 (Morbidity <0.001%),0
1502,A01,Typhoid and paratyphoid fevers,134,4.16E-05,Group 5 (Morbidity <0.001%),0
1503,T49,"Poisoning by topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinolaryngological and dental drugs",134,4.16E-05,Group 5 (Morbidity <0.001%),0
1504,C39,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,133,4.13E-05,Group 5 (Morbidity <0.001%),0
1505,P14,Birth injury to peripheral nervous system,132,4.10E-05,Group 5 (Morbidity <0.001%),0
1506,D71,Functional disorders of polymorphonuclear neutrophils,131,4.07E-05,Group 5 (Morbidity <0.001%),0
1507,A57,Chancroid,129,4.00E-05,Group 5 (Morbidity <0.001%),0
1508,P55,Haemolytic disease of fetus and newborn,129,4.00E-05,Group 5 (Morbidity <0.001%),0
1509,H75,Other disorders of middle ear and mastoid in diseases classified elsewhere,127,3.94E-05,Group 5 (Morbidity <0.001%),0
1510,K67,Disorders of peritoneum in infectious diseases classified elsewhere,125,3.88E-05,Group 5 (Morbidity <0.001%),0
1511,Q97,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",125,3.88E-05,Group 5 (Morbidity <0.001%),0
1512,T40,Poisoning by narcotics and psychodysleptics [hallucinogens],125,3.88E-05,Group 5 (Morbidity <0.001%),0
1513,T12,"Fracture of lower limb, level unspecified",121,3.76E-05,Group 5 (Morbidity <0.001%),0
1514,Z21,Asymptomatic human immunodeficiency virus [HIV] infection status,118,3.66E-05,Group 5 (Morbidity <0.001%),0
1515,F04,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances",115,3.57E-05,Group 5 (Morbidity <0.001%),0
1516,T66,Unspecified effects of radiation,113,3.51E-05,Group 5 (Morbidity <0.001%),0
1517,A78,Q fever,110,3.41E-05,Group 5 (Morbidity <0.001%),0
1518,Q01,Encephalocele,109,3.38E-05,Group 5 (Morbidity <0.001%),0
1519,S26,Injury of heart,108,3.35E-05,Group 5 (Morbidity <0.001%),0
1520,P37,Other congenital infectious and parasitic diseases,106,3.29E-05,Group 5 (Morbidity <0.001%),0
1521,I52,Other heart disorders in diseases classified elsewhere,105,3.26E-05,Group 5 (Morbidity <0.001%),0
1522,F55,Abuse of non-dependence-producing substances,104,3.23E-05,Group 5 (Morbidity <0.001%),0
1523,T44,Poisoning by drugs primarily affecting the autonomic nervous system,104,3.23E-05,Group 5 (Morbidity <0.001%),0
1524,F69,Unspecified disorder of adult personality and behaviour,103,3.20E-05,Group 5 (Morbidity <0.001%),0
1525,Z28,Immunization not carried out,103,3.20E-05,Group 5 (Morbidity <0.001%),0
1526,Q91,Edwards syndrome and Patau syndrome,99,3.07E-05,Group 5 (Morbidity <0.001%),0
1527,F18,Mental and behavioural disorders due to use of volatile solvents,97,3.01E-05,Group 5 (Morbidity <0.001%),0
1528,R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,97,3.01E-05,Group 5 (Morbidity <0.001%),0
1529,B50,Plasmodium falciparum malaria,93,2.89E-05,Group 5 (Morbidity <0.001%),0
1530,J63,Pneumoconiosis due to other inorganic dusts,93,2.89E-05,Group 5 (Morbidity <0.001%),0
1531,A30,Leprosy [Hansen disease],92,2.86E-05,Group 5 (Morbidity <0.001%),0
1532,A50,Congenital syphilis,92,2.86E-05,Group 5 (Morbidity <0.001%),0
1533,A00,Cholera,91,2.82E-05,Group 5 (Morbidity <0.001%),0
1534,A85,"Other viral encephalitis, not elsewhere classified",91,2.82E-05,Group 5 (Morbidity <0.001%),0
1535,Z58,Problems related to physical environment,89,2.76E-05,Group 5 (Morbidity <0.001%),0
1536,Z81,Family history of mental and behavioural disorders,86,2.67E-05,Group 5 (Morbidity <0.001%),0
1537,O15,Eclampsia,84,2.61E-05,Group 5 (Morbidity <0.001%),0
1538,P95,Fetal death of unspecified cause,84,2.61E-05,Group 5 (Morbidity <0.001%),0
1539,A55,Chlamydial lymphogranuloma (venereum),83,2.58E-05,Group 5 (Morbidity <0.001%),0
1540,B56,African trypanosomiasis,82,2.55E-05,Group 5 (Morbidity <0.001%),0
1541,I41,Myocarditis in diseases classified elsewhere,81,2.51E-05,Group 5 (Morbidity <0.001%),0
1542,P11,Other birth injuries to central nervous system,81,2.51E-05,Group 5 (Morbidity <0.001%),0
1543,E00,Congenital iodine-deficiency syndrome,80,2.48E-05,Group 5 (Morbidity <0.001%),0
1544,P10,Intracranial laceration and haemorrhage due to birth injury,80,2.48E-05,Group 5 (Morbidity <0.001%),0
1545,M09,Juvenile arthritis in diseases classified elsewhere,77,2.39E-05,Group 5 (Morbidity <0.001%),0
1546,T47,Poisoning by agents primarily affecting the gastrointestinal system,77,2.39E-05,Group 5 (Morbidity <0.001%),0
1547,P04,Fetus and newborn affected by noxious influences transmitted via placenta or breast milk,75,2.33E-05,Group 5 (Morbidity <0.001%),0
1548,E77,Disorders of glycoprotein metabolism,74,2.30E-05,Group 5 (Morbidity <0.001%),0
1549,B70,Diphyllobothriasis and sparganosis,73,2.27E-05,Group 5 (Morbidity <0.001%),0
1550,T05,Traumatic amputations involving multiple body regions,73,2.27E-05,Group 5 (Morbidity <0.001%),0
1551,D83,Common variable immunodeficiency,71,2.20E-05,Group 5 (Morbidity <0.001%),0
1552,S28,Crushing injury of thorax and traumatic amputation of part of thorax,70,2.17E-05,Group 5 (Morbidity <0.001%),0
1553,Z61,Problems related to negative life events in childhood,70,2.17E-05,Group 5 (Morbidity <0.001%),0
1554,A99,Unspecified viral haemorrhagic fever,66,2.05E-05,Group 5 (Morbidity <0.001%),0
1555,J65,Pneumoconiosis associated with tuberculosis,66,2.05E-05,Group 5 (Morbidity <0.001%),0
1556,P15,Other birth injuries,66,2.05E-05,Group 5 (Morbidity <0.001%),0
1557,A68,Relapsing fevers,65,2.02E-05,Group 5 (Morbidity <0.001%),0
1558,B68,Taeniasis,65,2.02E-05,Group 5 (Morbidity <0.001%),0
1559,B22,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,62,1.92E-05,Group 5 (Morbidity <0.001%),0
1560,F88,Other disorders of psychological development,56,1.74E-05,Group 5 (Morbidity <0.001%),0
1561,P57,Kernicterus,56,1.74E-05,Group 5 (Morbidity <0.001%),0
1562,A27,Leptospirosis,55,1.71E-05,Group 5 (Morbidity <0.001%),0
1563,Z55,Problems related to education and literacy,54,1.68E-05,Group 5 (Morbidity <0.001%),0
1564,C97,Malignant neoplasms of independent (primary) multiple sites,52,1.61E-05,Group 5 (Morbidity <0.001%),0
1565,E45,Retarded development following protein-energy malnutrition,52,1.61E-05,Group 5 (Morbidity <0.001%),0
1566,P80,Hypothermia of newborn,52,1.61E-05,Group 5 (Morbidity <0.001%),0
1567,T53,Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons,52,1.61E-05,Group 5 (Morbidity <0.001%),0
1568,T94,Sequelae of injuries involving multiple and unspecified body regions,52,1.61E-05,Group 5 (Morbidity <0.001%),0
1569,S17,Crushing injury of neck,51,1.58E-05,Group 5 (Morbidity <0.001%),0
1570,Q73,Reduction defects of unspecified limb,48,1.49E-05,Group 5 (Morbidity <0.001%),0
1571,R96,"Other sudden death, cause unknown",47,1.46E-05,Group 5 (Morbidity <0.001%),0
1572,A67,Pinta [carate],46,1.43E-05,Group 5 (Morbidity <0.001%),0
1573,E42,Marasmic kwashiorkor,46,1.43E-05,Group 5 (Morbidity <0.001%),0
1574,B53,Other parasitologically confirmed malaria,45,1.40E-05,Group 5 (Morbidity <0.001%),0
1575,F61,Mixed and other personality disorders,45,1.40E-05,Group 5 (Morbidity <0.001%),0
1576,F62,"Enduring personality changes, not attributable to brain damage and disease",45,1.40E-05,Group 5 (Morbidity <0.001%),0
1577,O89,Complications of anaesthesia during the puerperium,45,1.40E-05,Group 5 (Morbidity <0.001%),0
1578,G01,Meningitis in bacterial diseases classified elsewhere,44,1.37E-05,Group 5 (Morbidity <0.001%),0
1579,T96,"Sequelae of poisoning by drugs, medicaments and biological substances",44,1.37E-05,Group 5 (Morbidity <0.001%),0
1580,B71,Other cestode infections,43,1.33E-05,Group 5 (Morbidity <0.001%),0
1581,T41,Poisoning by anaesthetics and therapeutic gases,43,1.33E-05,Group 5 (Morbidity <0.001%),0
1582,E31,Polyglandular dysfunction,40,1.24E-05,Group 5 (Morbidity <0.001%),0
1583,A32,Listeriosis,39,1.21E-05,Group 5 (Morbidity <0.001%),0
1584,F24,Induced delusional disorder,38,1.18E-05,Group 5 (Morbidity <0.001%),0
1585,T36,Poisoning by systemic antibiotics,38,1.18E-05,Group 5 (Morbidity <0.001%),0
1586,B65,Schistosomiasis [bilharziasis],37,1.15E-05,Group 5 (Morbidity <0.001%),0
1587,B79,Trichuriasis,37,1.15E-05,Group 5 (Morbidity <0.001%),0
1588,A80,Acute poliomyelitis,36,1.12E-05,Group 5 (Morbidity <0.001%),0
1589,A92,Other mosquito-borne viral fevers,36,1.12E-05,Group 5 (Morbidity <0.001%),0
1590,A43,Nocardiosis,35,1.09E-05,Group 5 (Morbidity <0.001%),0
1591,A25,Rat-bite fevers,34,1.06E-05,Group 5 (Morbidity <0.001%),0
1592,A39,Meningococcal infection,34,1.06E-05,Group 5 (Morbidity <0.001%),0
1593,B04,Monkeypox,33,1.02E-05,Group 5 (Morbidity <0.001%),0
1594,B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,33,1.02E-05,Group 5 (Morbidity <0.001%),0
1595,B42,Sporotrichosis,33,1.02E-05,Group 5 (Morbidity <0.001%),0
1596,O74,Complications of anaesthesia during labour and delivery,31,9.62E-06,Group 5 (Morbidity <0.001%),0
1597,G07,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,30,9.31E-06,Group 5 (Morbidity <0.001%),0
1598,R83,Abnormal findings in cerebrospinal fluid,30,9.31E-06,Group 5 (Morbidity <0.001%),0
1599,D74,Methaemoglobinaemia,29,9.00E-06,Group 5 (Morbidity <0.001%),0
1600,O94,"Sequelae of complication of pregnancy, childbirth and the puerperium",28,8.69E-06,Group 5 (Morbidity <0.001%),0
1601,O88,Obstetric embolism,27,8.38E-06,Group 5 (Morbidity <0.001%),0
1602,A44,Bartonellosis,26,8.07E-06,Group 5 (Morbidity <0.001%),0
1603,A82,Rabies,25,7.76E-06,Group 5 (Morbidity <0.001%),0
1604,G09,Sequelae of inflammatory diseases of central nervous system,25,7.76E-06,Group 5 (Morbidity <0.001%),0
1605,F14,Mental and behavioural disorders due to use of cocaine,24,7.45E-06,Group 5 (Morbidity <0.001%),0
1606,R75,Laboratory evidence of human immunodeficiency virus [HIV],24,7.45E-06,Group 5 (Morbidity <0.001%),0
1607,A65,Nonvenereal syphilis,23,7.14E-06,Group 5 (Morbidity <0.001%),0
1608,B38,Coccidioidomycosis,21,6.52E-06,Group 5 (Morbidity <0.001%),0
1609,B40,Blastomycosis,21,6.52E-06,Group 5 (Morbidity <0.001%),0
1610,B67,Echinococcosis,20,6.21E-06,Group 5 (Morbidity <0.001%),0
1611,A83,Mosquito-borne viral encephalitis,19,5.90E-06,Group 5 (Morbidity <0.001%),0
1612,O67,"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified",19,5.90E-06,Group 5 (Morbidity <0.001%),0
1613,Q86,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",19,5.90E-06,Group 5 (Morbidity <0.001%),0
1614,T32,Corrosions classified according to extent of body surface involved,19,5.90E-06,Group 5 (Morbidity <0.001%),0
1615,I02,Rheumatic chorea,18,5.59E-06,Group 5 (Morbidity <0.001%),0
1616,A24,Glanders and melioidosis,17,5.28E-06,Group 5 (Morbidity <0.001%),0
1617,A94,Unspecified arthropod-borne viral fever,16,4.97E-06,Group 5 (Morbidity <0.001%),0
1618,B87,Myiasis,16,4.97E-06,Group 5 (Morbidity <0.001%),0
1619,J66,Airway disease due to specific organic dust,16,4.97E-06,Group 5 (Morbidity <0.001%),0
1620,O25,Malnutrition in pregnancy,16,4.97E-06,Group 5 (Morbidity <0.001%),0
1621,A71,Trachoma,15,4.66E-06,Group 5 (Morbidity <0.001%),0
1622,B39,Histoplasmosis,15,4.66E-06,Group 5 (Morbidity <0.001%),0
1623,E40,Kwashiorkor,14,4.35E-06,Group 5 (Morbidity <0.001%),0
1624,E68,Sequelae of hyperalimentation,14,4.35E-06,Group 5 (Morbidity <0.001%),0
1625,B64,Unspecified protozoal disease,13,4.04E-06,Group 5 (Morbidity <0.001%),0
1626,D57,Sickle-cell disorders,13,4.04E-06,Group 5 (Morbidity <0.001%),0
1627,O07,Failed attempted abortion,13,4.04E-06,Group 5 (Morbidity <0.001%),0
1628,U18,Emergency use of U18,13,4.04E-06,Group 5 (Morbidity <0.001%),0
1629,A22,Anthrax,10,3.10E-06,Group 5 (Morbidity <0.001%),0
1630,A89,Unspecified viral infection of central nervous system,10,3.10E-06,Group 5 (Morbidity <0.001%),0
1631,E52,Niacin deficiency [pellagra],10,3.10E-06,Group 5 (Morbidity <0.001%),0
1632,Q00,Anencephaly and similar malformations,10,3.10E-06,Group 5 (Morbidity <0.001%),0
1633,Q95,"Balanced rearrangements and structural markers, not elsewhere classified",10,3.10E-06,Group 5 (Morbidity <0.001%),0
1634,A20,Plague,9,2.79E-06,Group 5 (Morbidity <0.001%),0
1635,B73,Onchocerciasis,9,2.79E-06,Group 5 (Morbidity <0.001%),0
1636,B92,Sequelae of leprosy,9,2.79E-06,Group 5 (Morbidity <0.001%),0
1637,P75,Meconium ileus in cystic fibrosis,9,2.79E-06,Group 5 (Morbidity <0.001%),0
1638,A84,Tick-borne viral encephalitis,8,2.48E-06,Group 5 (Morbidity <0.001%),0
1639,B75,Trichinellosis,8,2.48E-06,Group 5 (Morbidity <0.001%),0
1640,A23,Brucellosis,7,2.17E-06,Group 5 (Morbidity <0.001%),0
1641,O29,Complications of anaesthesia during pregnancy,7,2.17E-06,Group 5 (Morbidity <0.001%),0
1642,P26,Pulmonary haemorrhage originating in the perinatal period,7,2.17E-06,Group 5 (Morbidity <0.001%),0
1643,T97,Sequelae of toxic effects of substances chiefly nonmedicinal as to source,7,2.17E-06,Group 5 (Morbidity <0.001%),0
1644,A36,Diphtheria,6,1.86E-06,Group 5 (Morbidity <0.001%),0
1645,A70,Chlamydia psittaci infection,6,1.86E-06,Group 5 (Morbidity <0.001%),0
1646,B52,Plasmodium malariae malaria,6,1.86E-06,Group 5 (Morbidity <0.001%),0
1647,B72,Dracunculiasis,6,1.86E-06,Group 5 (Morbidity <0.001%),0
1648,P50,Fetal blood loss,6,1.86E-06,Group 5 (Morbidity <0.001%),0
1649,A21,Tularaemia,5,1.55E-06,Group 5 (Morbidity <0.001%),0
1650,P56,Hydrops fetalis due to haemolytic disease,5,1.55E-06,Group 5 (Morbidity <0.001%),0
1651,B74,Filariasis,4,1.24E-06,Group 5 (Morbidity <0.001%),0
1652,U04,Severe acute respiratory syndrome [SARS],4,1.24E-06,Group 5 (Morbidity <0.001%),0
1653,B57,Chagas disease,3,9.31E-07,Group 5 (Morbidity <0.001%),0
1654,B78,Strongyloidiasis,3,9.31E-07,Group 5 (Morbidity <0.001%),0
1655,O97,Death from sequelae of obstetric cause,3,9.31E-07,Group 5 (Morbidity <0.001%),0
